,From,To,Date,Subject,From_Name,To_Name,CurrentEmploymentType_To_List,CurrentEmploymentType_To_Unique,Subject_new,just_date,day,Time_of_day,LastName_From,FirstName_From,BirthDate_From,BirthCountry_From,Gender_From,CitizenshipCountry_From,CitizenshipBasis_From,CitizenshipStartDate_From,PassportCountry_From,PassportIssueDate_From,PassportExpirationDate_From,CurrentEmploymentType_From,CurrentEmploymentTitle_From,CurrentEmploymentStartDate_From,EmailAddress_From,MilitaryServiceBranch_From,MilitaryDischargeType_From,MilitaryDischargeDate_From,CurrentEmploymentType_Original_From,CurrentEmploymentType_To_Unlisted
907,Ada.Campo-Corrente@gastech.com.kronos,"Willem.Vasco-Pais@gastech.com.kronos,Sten.SanjorgeJr.@gastech.com.tethys,Ada.Campo-Corrente@gastech.com.kronos,Orhan.Strum@gastech.com.kronos",2014-01-15 17:46:00,RE: Yearly numbers looking good,Ada Campo-Corrente,"['Vasco-Pais Willem', 'Sanjorge Jr. Sten', 'Campo-Corrente Ada', 'Strum Orhan']","['Executive', 'Executive', 'Executive', 'Executive']",['Executive'], Yearly numbers looking good,2014-01-15,15,Working hours (9-5),Campo-Corrente,Ada,1951-11-26,Tethys,Female,Tethys,BirthNation,1951-11-26,Tethys,2013-07-14,2023-07-13,Executive,SVP/CIO,2004-10-05,Ada.Campo-Corrente@gastech.com.kronos,,,,Executive,Executive
908,Varro.Awelon@gastech.com.kronos,"Rachel.Pantanal@gastech.com.kronos,Lars.Azada@gastech.com.kronos,Felix.Balas@gastech.com.kronos,Isande.Borrasca@gastech.com.kronos,Axel.Calzas@gastech.com.kronos,Gustav.Cazar@gastech.com.kronos,Lidelse.Dedos@gastech.com.kronos,Birgitta.Frente@gastech.com.kronos,Vira.Frente@gastech.com.kronos,Adra.Nubarron@gastech.com.kronos,Marin.Onda@gastech.com.kronos,Kare.Orilla@gastech.com.kronos,Elsa.Orilla@gastech.com.kronos,Brand.Tempestad@gastech.com.kronos,Ingrid.Barranco@gastech.com.kronos,Ada.Campo-Corrente@gastech.com.kronos,Sten.SanjorgeJr.@gastech.com.kronos,Orhan.Strum@gastech.com.kronos,Willem.Vasco-Pais@gastech.com.kronos,Bertrand.Ovan@gastech.com.kronos,Albina.Hafon@gastech.com.kronos,Benito.Hawelon@gastech.com.kronos,Claudio.Hawelon@gastech.com.kronos,Henk.Mies@gastech.com.kronos,Valeria.Morlun@gastech.com.kronos,Adan.Morlun@gastech.com.kronos,Cecilia.Morluniau@gastech.com.kronos,Irene.Nant@gastech.com.kronos,Dylan.Scozzese@gastech.com.kronos,Lucas.Alcazar@gastech.com.kronos,Isak.Baza@gastech.com.kronos,Linnea.Bergen@gastech.com.kronos,Nils.Calixto@gastech.com.kronos,Sven.Flecha@gastech.com.kronos,Hideki.Cocinaro@gastech.com.kronos,Inga.Ferro@gastech.com.kronos,Loreto.Bodrogi@gastech.com.kronos,Isia.Vann@gastech.com.kronos,Stenig.Fusil@gastech.com.kronos,Hennie.Osvaldo@gastech.com.kronos,Kanon.Herrero@gastech.com.kronos,Varja.Lagos@gastech.com.kronos,Minke.Mies@gastech.com.kronos,Felix.Resumir@gastech.com.kronos,Edvard.Vann@gastech.com.kronos,Emile.Arpa@gastech.com.kronos,Varro.Awelon@gastech.com.kronos,Mat.Bramar@gastech.com.kronos,Dante.Coginian@gastech.com.kronos,Carla.Forluniau@gastech.com.kronos,Linda.Lagos@gastech.com.kronos,Cornelia.Lais@gastech.com.kronos,Ruscella.Mies.Haber@gastech.com.kronos,Anda.Ribera@gastech.com.kronos",2014-01-15 17:49:00,RE: Equipment audit approaching,Varro Awelon,All,"['Executive', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Executive', 'Executive', 'Executive', 'Executive', 'Executive', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'IT', 'IT', 'IT', 'IT', 'IT', 'Security', 'Security', 'Security', 'Security', 'Security', 'Security', 'Security', 'Security', 'Security', 'Security', 'Security', 'Facilities', 'Facilities', 'Executive', 'Facilities', 'IT', 'Executive', 'Security', 'Engineering', 'Executive']",['Executive' 'Engineering' 'Facilities' 'IT' 'Security'], Equipment audit approaching,2014-01-15,15,Working hours (9-5),Awelon,Varro,1986-05-05,Kronos,Male,Kronos,BirthNation,1986-05-05,,,,Facilities,Janitor,2012-10-22,Varro.Awelon@gastech.com.kronos,ArmedForcesOfKronos,GeneralDischarge,2006-10-01,Facilities,Not unique department
909,Willem.Vasco-Pais@gastech.com.kronos,"Willem.Vasco-Pais@gastech.com.kronos,Sten.SanjorgeJr.@gastech.com.tethys,Ada.Campo-Corrente@gastech.com.kronos,Orhan.Strum@gastech.com.kronos",2014-01-15 17:59:00,RE: Yearly numbers looking good,Willem Vasco-Pais,"['Vasco-Pais Willem', 'Sanjorge Jr. Sten', 'Campo-Corrente Ada', 'Strum Orhan']","['Executive', 'Executive', 'Executive', 'Executive']",['Executive'], Yearly numbers looking good,2014-01-15,15,Working hours (9-5),Vasco-Pais,Willem,1975-03-18,Tethys,Male,Tethys,BirthNation,1975-03-18,Tethys,2011-11-26,2021-11-25,Executive,Environmental Safety Advisor,2010-06-05,Willem.Vasco-Pais@gastech.com.kronos,,,,Executive,Executive
910,Isak.Baza@gastech.com.kronos,"Isak.Baza@gastech.com.kronos,Nils.Calixto@gastech.com.kronos",2014-01-15 18:00:00,RE: New hardware - advice needed?,Isak Baza,"['Baza Isak', 'Calixto Nils']","['IT', 'IT']",['IT'], New hardware - advice needed?,2014-01-15,15,After hours (the rest),Baza,Isak,1979-02-12,Tethys,Male,Tethys,BirthNation,1979-02-12,Tethys,2008-08-13,2018-08-12,IT,IT Technician,2002-03-20,Isak.Baza@gastech.com.kronos,,,,Information Technology,IT
911,Ruscella.Mies.Haber@gastech.com.kronos,Ada.Campo-Corrente@gastech.com.kronos,2014-01-15 18:04:00,RE: Deadline changed?,Ruscella Mies Haber,['Campo-Corrente Ada'],['Executive'],['Executive'], Deadline changed?,2014-01-15,15,After hours (the rest),Mies Haber,Ruscella,1964-04-26,Kronos,Female,Kronos,BirthNation,1964-04-26,,,,Engineering,Assistant to Engineering Group Manager,2003-04-02,Ruscella.Mies.Haber@gastech.com.kronos,ArmedForcesOfKronos,HonorableDischarge,1984-10-01,Administration,Executive
912,Ingrid.Barranco@gastech.com.kronos,"Rachel.Pantanal@gastech.com.kronos,Lars.Azada@gastech.com.kronos,Felix.Balas@gastech.com.kronos,Isande.Borrasca@gastech.com.kronos,Axel.Calzas@gastech.com.kronos,Gustav.Cazar@gastech.com.kronos,Lidelse.Dedos@gastech.com.kronos,Birgitta.Frente@gastech.com.kronos,Vira.Frente@gastech.com.kronos,Adra.Nubarron@gastech.com.kronos,Marin.Onda@gastech.com.kronos,Kare.Orilla@gastech.com.kronos,Elsa.Orilla@gastech.com.kronos,Brand.Tempestad@gastech.com.kronos,Ingrid.Barranco@gastech.com.kronos,Ada.Campo-Corrente@gastech.com.kronos,Sten.SanjorgeJr.@gastech.com.kronos,Orhan.Strum@gastech.com.kronos,Willem.Vasco-Pais@gastech.com.kronos,Bertrand.Ovan@gastech.com.kronos,Albina.Hafon@gastech.com.kronos,Benito.Hawelon@gastech.com.kronos,Claudio.Hawelon@gastech.com.kronos,Henk.Mies@gastech.com.kronos,Valeria.Morlun@gastech.com.kronos,Adan.Morlun@gastech.com.kronos,Cecilia.Morluniau@gastech.com.kronos,Irene.Nant@gastech.com.kronos,Dylan.Scozzese@gastech.com.kronos,Lucas.Alcazar@gastech.com.kronos,Isak.Baza@gastech.com.kronos,Linnea.Bergen@gastech.com.kronos,Nils.Calixto@gastech.com.kronos,Sven.Flecha@gastech.com.kronos,Hideki.Cocinaro@gastech.com.kronos,Inga.Ferro@gastech.com.kronos,Loreto.Bodrogi@gastech.com.kronos,Isia.Vann@gastech.com.kronos,Stenig.Fusil@gastech.com.kronos,Hennie.Osvaldo@gastech.com.kronos,Kanon.Herrero@gastech.com.kronos,Varja.Lagos@gastech.com.kronos,Minke.Mies@gastech.com.kronos,Felix.Resumir@gastech.com.kronos,Edvard.Vann@gastech.com.kronos,Emile.Arpa@gastech.com.kronos,Varro.Awelon@gastech.com.kronos,Mat.Bramar@gastech.com.kronos,Dante.Coginian@gastech.com.kronos,Carla.Forluniau@gastech.com.kronos,Linda.Lagos@gastech.com.kronos,Cornelia.Lais@gastech.com.kronos,Ruscella.Mies.Haber@gastech.com.kronos,Anda.Ribera@gastech.com.kronos",2014-01-15 18:04:00,RE: Reminder: Refer all media inquiries,Ingrid Barranco,All,"['Executive', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Executive', 'Executive', 'Executive', 'Executive', 'Executive', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'IT', 'IT', 'IT', 'IT', 'IT', 'Security', 'Security', 'Security', 'Security', 'Security', 'Security', 'Security', 'Security', 'Security', 'Security', 'Security', 'Facilities', 'Facilities', 'Executive', 'Facilities', 'IT', 'Executive', 'Security', 'Engineering', 'Executive']",['Executive' 'Engineering' 'Facilities' 'IT' 'Security'], Reminder: Refer all media inquiries,2014-01-15,15,After hours (the rest),Barranco,Ingrid,1961-10-26,Tethys,Female,Tethys,BirthNation,1961-10-26,Tethys,2013-07-01,2023-06-30,Executive,SVP/CFO,2003-09-30,Ingrid.Barranco@gastech.com.kronos,,,,Executive,Not unique department
913,Ada.Campo-Corrente@gastech.com.kronos,"Willem.Vasco-Pais@gastech.com.kronos,Sten.SanjorgeJr.@gastech.com.tethys,Ada.Campo-Corrente@gastech.com.kronos,Orhan.Strum@gastech.com.kronos",2014-01-15 18:06:00,RE: Yearly numbers looking good,Ada Campo-Corrente,"['Vasco-Pais Willem', 'Sanjorge Jr. Sten', 'Campo-Corrente Ada', 'Strum Orhan']","['Executive', 'Executive', 'Executive', 'Executive']",['Executive'], Yearly numbers looking good,2014-01-15,15,After hours (the rest),Campo-Corrente,Ada,1951-11-26,Tethys,Female,Tethys,BirthNation,1951-11-26,Tethys,2013-07-14,2023-07-13,Executive,SVP/CIO,2004-10-05,Ada.Campo-Corrente@gastech.com.kronos,,,,Executive,Executive
914,Isande.Borrasca@gastech.com.kronos,"Rachel.Pantanal@gastech.com.kronos,Lars.Azada@gastech.com.kronos,Felix.Balas@gastech.com.kronos,Isande.Borrasca@gastech.com.kronos,Axel.Calzas@gastech.com.kronos,Gustav.Cazar@gastech.com.kronos,Lidelse.Dedos@gastech.com.kronos,Birgitta.Frente@gastech.com.kronos,Vira.Frente@gastech.com.kronos,Adra.Nubarron@gastech.com.kronos,Marin.Onda@gastech.com.kronos,Kare.Orilla@gastech.com.kronos,Elsa.Orilla@gastech.com.kronos,Brand.Tempestad@gastech.com.kronos,Ingrid.Barranco@gastech.com.kronos,Ada.Campo-Corrente@gastech.com.kronos,Sten.SanjorgeJr.@gastech.com.kronos,Orhan.Strum@gastech.com.kronos,Willem.Vasco-Pais@gastech.com.kronos,Bertrand.Ovan@gastech.com.kronos,Albina.Hafon@gastech.com.kronos,Benito.Hawelon@gastech.com.kronos,Claudio.Hawelon@gastech.com.kronos,Henk.Mies@gastech.com.kronos,Valeria.Morlun@gastech.com.kronos,Adan.Morlun@gastech.com.kronos,Cecilia.Morluniau@gastech.com.kronos,Irene.Nant@gastech.com.kronos,Dylan.Scozzese@gastech.com.kronos,Lucas.Alcazar@gastech.com.kronos,Isak.Baza@gastech.com.kronos,Linnea.Bergen@gastech.com.kronos,Nils.Calixto@gastech.com.kronos,Sven.Flecha@gastech.com.kronos,Hideki.Cocinaro@gastech.com.kronos,Inga.Ferro@gastech.com.kronos,Loreto.Bodrogi@gastech.com.kronos,Isia.Vann@gastech.com.kronos,Stenig.Fusil@gastech.com.kronos,Hennie.Osvaldo@gastech.com.kronos,Kanon.Herrero@gastech.com.kronos,Varja.Lagos@gastech.com.kronos,Minke.Mies@gastech.com.kronos,Felix.Resumir@gastech.com.kronos,Edvard.Vann@gastech.com.kronos,Emile.Arpa@gastech.com.kronos,Varro.Awelon@gastech.com.kronos,Mat.Bramar@gastech.com.kronos,Dante.Coginian@gastech.com.kronos,Carla.Forluniau@gastech.com.kronos,Linda.Lagos@gastech.com.kronos,Cornelia.Lais@gastech.com.kronos,Ruscella.Mies.Haber@gastech.com.kronos,Anda.Ribera@gastech.com.kronos",2014-01-15 18:14:00,RE: Equipment audit approaching,Isande Borrasca,All,"['Executive', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Executive', 'Executive', 'Executive', 'Executive', 'Executive', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'IT', 'IT', 'IT', 'IT', 'IT', 'Security', 'Security', 'Security', 'Security', 'Security', 'Security', 'Security', 'Security', 'Security', 'Security', 'Security', 'Facilities', 'Facilities', 'Executive', 'Facilities', 'IT', 'Executive', 'Security', 'Engineering', 'Executive']",['Executive' 'Engineering' 'Facilities' 'IT' 'Security'], Equipment audit approaching,2014-01-15,15,After hours (the rest),Borrasca,Isande,1979-10-22,Tethys,Female,Tethys,BirthNation,1979-10-22,Tethys,2008-10-03,2018-10-02,Engineering,Drill Technician,2004-02-18,Isande.Borrasca@gastech.com.kronos,,,,Engineering,Not unique department
915,Willem.Vasco-Pais@gastech.com.kronos,"Willem.Vasco-Pais@gastech.com.kronos,Sten.SanjorgeJr.@gastech.com.tethys,Ada.Campo-Corrente@gastech.com.kronos,Orhan.Strum@gastech.com.kronos",2014-01-15 18:35:00,RE: Yearly numbers looking good,Willem Vasco-Pais,"['Vasco-Pais Willem', 'Sanjorge Jr. Sten', 'Campo-Corrente Ada', 'Strum Orhan']","['Executive', 'Executive', 'Executive', 'Executive']",['Executive'], Yearly numbers looking good,2014-01-15,15,After hours (the rest),Vasco-Pais,Willem,1975-03-18,Tethys,Male,Tethys,BirthNation,1975-03-18,Tethys,2011-11-26,2021-11-25,Executive,Environmental Safety Advisor,2010-06-05,Willem.Vasco-Pais@gastech.com.kronos,,,,Executive,Executive
916,Brand.Tempestad@gastech.com.kronos,"Vira.Frente@gastech.com.kronos,Axel.Calzas@gastech.com.kronos,Lidelse.Dedos@gastech.com.kronos,Adra.Nubarron@gastech.com.kronos,Brand.Tempestad@gastech.com.kronos,Isande.Borrasca@gastech.com.kronos",2014-01-15 18:46:00,RE: Well 1033-01 stabilization progress report,Brand Tempestad,"['Frente Vira', 'Calzas Axel', 'Dedos Lidelse', 'Nubarron Adra', 'Tempestad Brand', 'Borrasca Isande']","['Engineering', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Engineering']",['Engineering'], Well 1033-01 stabilization progress report,2014-01-15,15,After hours (the rest),Tempestad,Brand,1979-05-14,Tethys,Male,Tethys,BirthNation,1979-05-14,Tethys,2012-05-05,2022-05-04,Engineering,Drill Technician,2004-06-12,Brand.Tempestad@gastech.com.kronos,,,,Engineering,Engineering
917,Sten.SanjorgeJr.@gastech.com.tethys,"Willem.Vasco-Pais@gastech.com.kronos,Sten.SanjorgeJr.@gastech.com.tethys,Ada.Campo-Corrente@gastech.com.kronos,Orhan.Strum@gastech.com.kronos",2014-01-15 18:49:00,RE: Yearly numbers looking good,Sten SanjorgeJr ,"['Vasco-Pais Willem', 'Sanjorge Jr. Sten', 'Campo-Corrente Ada', 'Strum Orhan']","['Executive', 'Executive', 'Executive', 'Executive']",['Executive'], Yearly numbers looking good,2014-01-15,15,After hours (the rest),Sanjorge Jr.,Sten,1948-08-29,Tethys,Male,Tethys,BirthNation,1948-08-29,Tethys,2013-04-21,2023-04-20,Executive,President/CEO,1990-11-09,Sten.SanjorgeJr.@gastech.com.tethys,,,,Executive,Executive
918,Claudio.Hawelon@gastech.com.kronos,"Adan.Morlun@gastech.com.kronos,Claudio.Hawelon@gastech.com.kronos,Dylan.Scozzese@gastech.com.kronos,Albina.Hafon@gastech.com.kronos,Irene.Nant@gastech.com.kronos,Henk.Mies@gastech.com.kronos,Benito.Hawelon@gastech.com.kronos",2014-01-15 19:35:00,RE: Funny!!,Claudio Hawelon,"['Morlun Adan', 'Hawelon Claudio', 'Scozzese Dylan', 'Hafon Albina', 'Nant Irene', 'Mies Henk', 'Hawelon Benito']","['Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities']",['Facilities'], Funny!!,2014-01-15,15,After hours (the rest),Hawelon,Claudio,1983-08-13,Kronos,Male,Kronos,BirthNation,1983-08-13,,,,Facilities,Truck Driver,2007-03-13,Claudio.Hawelon@gastech.com.kronos,ArmedForcesOfKronos,GeneralDischarge,2003-10-01,Facilities,Facilities
919,Mat.Bramar@gastech.com.kronos,"Rachel.Pantanal@gastech.com.kronos,Lars.Azada@gastech.com.kronos,Felix.Balas@gastech.com.kronos,Isande.Borrasca@gastech.com.kronos,Axel.Calzas@gastech.com.kronos,Gustav.Cazar@gastech.com.kronos,Lidelse.Dedos@gastech.com.kronos,Birgitta.Frente@gastech.com.kronos,Vira.Frente@gastech.com.kronos,Adra.Nubarron@gastech.com.kronos,Marin.Onda@gastech.com.kronos,Kare.Orilla@gastech.com.kronos,Elsa.Orilla@gastech.com.kronos,Brand.Tempestad@gastech.com.kronos,Ingrid.Barranco@gastech.com.kronos,Ada.Campo-Corrente@gastech.com.kronos,Sten.SanjorgeJr.@gastech.com.kronos,Orhan.Strum@gastech.com.kronos,Willem.Vasco-Pais@gastech.com.kronos,Bertrand.Ovan@gastech.com.kronos,Albina.Hafon@gastech.com.kronos,Benito.Hawelon@gastech.com.kronos,Claudio.Hawelon@gastech.com.kronos,Henk.Mies@gastech.com.kronos,Valeria.Morlun@gastech.com.kronos,Adan.Morlun@gastech.com.kronos,Cecilia.Morluniau@gastech.com.kronos,Irene.Nant@gastech.com.kronos,Dylan.Scozzese@gastech.com.kronos,Lucas.Alcazar@gastech.com.kronos,Isak.Baza@gastech.com.kronos,Linnea.Bergen@gastech.com.kronos,Nils.Calixto@gastech.com.kronos,Sven.Flecha@gastech.com.kronos,Hideki.Cocinaro@gastech.com.kronos,Inga.Ferro@gastech.com.kronos,Loreto.Bodrogi@gastech.com.kronos,Isia.Vann@gastech.com.kronos,Stenig.Fusil@gastech.com.kronos,Hennie.Osvaldo@gastech.com.kronos,Kanon.Herrero@gastech.com.kronos,Varja.Lagos@gastech.com.kronos,Minke.Mies@gastech.com.kronos,Felix.Resumir@gastech.com.kronos,Edvard.Vann@gastech.com.kronos,Emile.Arpa@gastech.com.kronos,Varro.Awelon@gastech.com.kronos,Mat.Bramar@gastech.com.kronos,Dante.Coginian@gastech.com.kronos,Carla.Forluniau@gastech.com.kronos,Linda.Lagos@gastech.com.kronos,Cornelia.Lais@gastech.com.kronos,Ruscella.Mies.Haber@gastech.com.kronos,Anda.Ribera@gastech.com.kronos",2014-01-16 09:02:00,Overtime policy reminder,Mat Bramar,All,"['Executive', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Executive', 'Executive', 'Executive', 'Executive', 'Executive', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'IT', 'IT', 'IT', 'IT', 'IT', 'Security', 'Security', 'Security', 'Security', 'Security', 'Security', 'Security', 'Security', 'Security', 'Security', 'Security', 'Facilities', 'Facilities', 'Executive', 'Facilities', 'IT', 'Executive', 'Security', 'Engineering', 'Executive']",['Executive' 'Engineering' 'Facilities' 'IT' 'Security'],Overtime policy reminder,2014-01-16,16,Working hours (9-5),Bramar,Mat,1981-12-19,Tethys,Male,Tethys,BirthNation,1981-12-19,Tethys,2007-12-12,2017-12-11,Executive,Assistant to CEO,2005-07-01,Mat.Bramar@gastech.com.kronos,,,,Administration,Not unique department
920,Orhan.Strum@gastech.com.kronos,Gustav.Cazar@gastech.com.kronos,2014-01-16 09:27:00,Plants,Orhan Strum,['Cazar Gustav'],['Engineering'],['Engineering'],Plants,2014-01-16,16,Working hours (9-5),Strum,Orhan,1963-10-18,Asteria,Male,Tethys,ParentCitizenship,1963-10-18,Tethys,2011-06-02,2021-06-01,Executive,SVP/COO,2003-08-07,Orhan.Strum@gastech.com.kronos,,,,Executive,Engineering
921,Carla.Forluniau@gastech.com.kronos,Varro.Awelon@gastech.com.kronos,2014-01-16 09:34:00,Favor - borrow hedge trimmer,Carla Forluniau,['Awelon Varro'],['Facilities'],['Facilities'],Favor - borrow hedge trimmer,2014-01-16,16,Working hours (9-5),Forluniau,Carla,1981-06-02,Kronos,Female,Kronos,BirthNation,1981-06-02,,,,IT,Assistant to IT Group Manager,2005-03-07,Carla.Forluniau@gastech.com.kronos,ArmedForcesOfKronos,GeneralDischarge,2001-10-01,Administration,Facilities
922,Anda.Ribera@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos,Anda.Ribera@gastech.com.kronos,Rachel.Pantanal@gastech.com.kronos,Linda.Lagos@gastech.com.kronos,Ruscella.Mies.Haber@gastech.com.kronos,Carla.Forluniau@gastech.com.kronos,Cornelia.Lais@gastech.com.kronos",2014-01-16 09:38:00,Training opportunity,Anda Ribera,"['Bramar Mat', 'Ribera Anda', 'Pantanal Rachel', 'Lagos Linda', 'Mies Haber Ruscella', 'Forluniau Carla', 'Lais Cornelia']","['Executive', 'Executive', 'Executive', 'Executive', 'Engineering', 'IT', 'Security']",['Executive' 'Engineering' 'IT' 'Security'],Training opportunity,2014-01-16,16,Working hours (9-5),Ribera,Anda,1975-11-17,Tethys,Female,Tethys,BirthNation,1975-11-17,Tethys,2009-06-15,2019-06-14,Executive,Assistant to CFO,2009-10-30,Anda.Ribera@gastech.com.kronos,,,,Administration,Not unique department
923,Birgitta.Frente@gastech.com.kronos,"Elsa.Orilla@gastech.com.kronos,Lars.Azada@gastech.com.kronos,Gustav.Cazar@gastech.com.kronos",2014-01-16 09:44:00,Downhole prediction 2522-00,Birgitta Frente,"['Orilla Elsa', 'Azada Lars', 'Cazar Gustav']","['Engineering', 'Engineering', 'Engineering']",['Engineering'],Downhole prediction 2522-00,2014-01-16,16,Working hours (9-5),Frente,Birgitta,1976-07-31,Tethys,Female,Tethys,BirthNation,1976-07-31,Tethys,2006-03-17,2016-03-16,Engineering,Geologist,1999-05-03,Birgitta.Frente@gastech.com.kronos,,,,Engineering,Engineering
924,Sten.SanjorgeJr.@gastech.com.tethys,"Willem.Vasco-Pais@gastech.com.kronos,Sten.SanjorgeJr.@gastech.com.tethys,Ada.Campo-Corrente@gastech.com.kronos",2014-01-16 09:46:00,Recommend a good vacation spot?,Sten SanjorgeJr ,"['Vasco-Pais Willem', 'Sanjorge Jr. Sten', 'Campo-Corrente Ada']","['Executive', 'Executive', 'Executive']",['Executive'],Recommend a good vacation spot?,2014-01-16,16,Working hours (9-5),Sanjorge Jr.,Sten,1948-08-29,Tethys,Male,Tethys,BirthNation,1948-08-29,Tethys,2013-04-21,2023-04-20,Executive,President/CEO,1990-11-09,Sten.SanjorgeJr.@gastech.com.tethys,,,,Executive,Executive
925,Elsa.Orilla@gastech.com.kronos,"Elsa.Orilla@gastech.com.kronos,Lars.Azada@gastech.com.kronos,Gustav.Cazar@gastech.com.kronos",2014-01-16 10:18:00,RE: Downhole prediction 2522-00,Elsa Orilla,"['Orilla Elsa', 'Azada Lars', 'Cazar Gustav']","['Engineering', 'Engineering', 'Engineering']",['Engineering'], Downhole prediction 2522-00,2014-01-16,16,Working hours (9-5),Orilla,Elsa,1982-04-12,Tethys,Female,Tethys,BirthNation,1982-04-12,Tethys,2010-02-28,2020-02-27,Engineering,Drill Technician,2004-05-26,Elsa.Orilla@gastech.com.kronos,,,,Engineering,Engineering
926,Edvard.Vann@gastech.com.kronos,"Hennie.Osvaldo@gastech.com.kronos,Isia.Vann@gastech.com.kronos",2014-01-16 10:30:00,Vacation scheduling procedures,Edvard Vann,"['Osvaldo Hennie', 'Vann Isia']","['Security', 'Security']",['Security'],Vacation scheduling procedures,2014-01-16,16,Working hours (9-5),Vann,Edvard,1991-03-18,Kronos,Male,Kronos,BirthNation,1991-03-18,,,,Security,Perimeter Control,2013-08-15,Edvard.Vann@gastech.com.kronos,ArmedForcesOfKronos,HonorableDischarge,2011-10-01,Security,Security
